Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2022/09/06 08:40,25866,802C6C120,19535,80B18E250,3405.82,US Dollar,3405.82,US Dollar,ACH,1
2022/09/06 12:52,11974,801998AE0,19535,80B18E250,4109.34,US Dollar,4109.34,US Dollar,ACH,1
2022/09/07 06:05,28237,80AD1C820,19535,80B18E250,10003.75,US Dollar,10003.75,US Dollar,ACH,1
2022/09/03 17:23,70,100428A51,126,813D90D71,0.98617,Bitcoin,0.98617,Bitcoin,Bitcoin,1
2022/09/03 17:50,70,100428660,1411,8104722C0,1494.0,US Dollar,1494.0,US Dollar,Cheque,1
2022/09/03 17:52,218897,8075E0A80,5466,8075E4E70,1865.35,Euro,1865.35,Euro,ACH,1
2022/09/03 17:55,24850,8082B1E00,14329,8082B2240,1287.32,Euro,1287.32,Euro,ACH,1
2022/09/03 17:46,11402,80C48F6A0,212156,80C48FE20,403885.2,Yen,403885.2,Yen,ACH,1
2022/09/03 17:48,32814,80C602850,133471,80C602990,119665.82,Mexican Peso,119665.82,Mexican Peso,ACH,1
2022/09/03 17:43,118,80DDB7810,138335,80E526CD0,1576.57,Swiss Franc,1576.57,Swiss Franc,ACH,1
2022/09/03 17:35,1655,801514540,116,80E5B7A20,11871.8,Swiss Franc,11871.8,Swiss Franc,ACH,1
2022/09/04 01:59,116,80E5B7A20,127142,80DE5F6D0,12621.82,US Dollar,12621.82,US Dollar,ACH,1
2022/09/04 05:48,127142,80DE5F6D0,43818,8105FFAD0,42623.88,Shekel,42623.88,Shekel,ACH,1
2022/09/05 04:38,43818,8105FFAD0,513,80D2EC1E0,12621.82,US Dollar,12621.82,US Dollar,ACH,1
2022/09/05 10:07,513,80D2EC1E0,20861,80C8C6C40,10771.46,Euro,10771.46,Euro,ACH,1
2022/09/06 08:54,20861,80C8C6C40,42051,80FF1F660,12621.82,US Dollar,12621.82,US Dollar,ACH,1
2022/09/03 18:01,211164,805812250,7675,8058133D0,120032904.96,Euro,120032904.96,Euro,ACH,1
2022/09/03 18:05,13959,805A70E00,117698,8068FD9F0,5336.46,Euro,5336.46,Euro,ACH,1
2022/09/03 18:24,214,809EE0060,27120,809EE0590,4883.45,Canadian Dollar,4883.45,Canadian Dollar,ACH,1
2022/09/03 18:06,70,100428A51,15,8137542F1,0.008828,Bitcoin,0.008828,Bitcoin,Bitcoin,1
2022/09/03 18:31,1916,80178D490,14011,80178FFF0,6495.75,Euro,6495.75,Euro,ACH,1
2022/09/03 19:06,70,100428660,4523,8033A0A30,3478.54,US Dollar,3478.54,US Dollar,Credit Card,1
2022/09/03 19:19,16788,8043BC480,9482,8043C0DC0,566.3,US Dollar,566.3,US Dollar,ACH,1
2022/09/03 19:13,16941,803391930,5466,803395B70,2861.94,Euro,2861.94,Euro,ACH,1
2022/09/03 19:12,16678,806F82460,219205,806F828F0,13342.23,Ruble,13342.23,Ruble,ACH,1
2022/09/03 19:07,20898,80D0C4F20,1124,800852F80,2964.49,US Dollar,2964.49,US Dollar,ACH,1
2022/09/05 09:13,235509,80CFD1370,1124,800852F80,17555.36,US Dollar,17555.36,US Dollar,ACH,1
2022/09/07 09:15,16941,802D07110,1124,800852F80,1360.03,US Dollar,1360.03,US Dollar,ACH,1
2022/09/03 19:52,70,100428660,5836,81336FCC0,7900.55,US Dollar,7900.55,US Dollar,Cash,1
2022/09/03 19:32,25534,80951DF30,225215,80951DFD0,5934.7,Canadian Dollar,5934.7,Canadian Dollar,ACH,1
2022/09/03 19:30,12979,80D9A9270,27,80C771F80,337462.77,Mexican Peso,337462.77,Mexican Peso,ACH,1
2022/09/05 12:41,27,80C771F80,140257,80F0169B0,126134.94,Yuan,126134.94,Yuan,ACH,1
2022/09/03 21:27,12979,80D9A9270,24941,809DC9020,22406.35,Canadian Dollar,22406.35,Canadian Dollar,ACH,1
2022/09/05 18:27,24941,809DC9020,140257,80F0169B0,113748.79,Yuan,113748.79,Yuan,ACH,1
2022/09/04 17:35,12979,80D9A9270,117143,806ED9F10,855353.98,Ruble,855353.98,Ruble,ACH,1
2022/09/06 08:34,117143,806ED9F10,140257,80F0169B0,73631.42,Yuan,73631.42,Yuan,ACH,1
2022/09/03 20:16,25113,80953F350,214,80953F620,4898.6,Canadian Dollar,4898.6,Canadian Dollar,ACH,1
2022/09/03 20:49,2991,8018E4770,3698,8018E5850,4766.75,US Dollar,4766.75,US Dollar,ACH,1
2022/09/03 20:59,1124,808942C40,215064,808943110,4817.65,US Dollar,4817.65,US Dollar,ACH,1
2022/09/03 20:40,250810,81330E070,44345,813F4C720,4601.49,US Dollar,4601.49,US Dollar,ACH,1
2022/09/03 20:46,70,1004286A8,214322,806272460,70169.39,Euro,70169.39,Euro,Cheque,1
2022/09/03 20:47,244723,8141D5800,46479,8141D58A0,461.45,Euro,461.45,Euro,ACH,1
2022/09/03 20:48,35303,80D99E4D0,34670,80D99E660,27796.76,Yuan,27796.76,Yuan,ACH,1
2022/09/03 21:27,11474,807CD1130,8623,807CD1A70,4480.05,US Dollar,4480.05,US Dollar,ACH,1
2022/09/03 21:22,1292,81001DD60,10642,81002C260,44411849.3,US Dollar,44411849.3,US Dollar,ACH,1
2022/09/03 21:28,70,1004286A8,210431,805497E10,99.98,Euro,99.98,Euro,Cheque,1
2022/09/03 21:22,4,80079AC80,14,8007BC070,8655.21,Yuan,8655.21,Yuan,ACH,1
2022/09/03 21:01,211,80B04E1C0,129692,80B04E700,4583.66,Australian Dollar,4583.66,Australian Dollar,ACH,1
2022/09/03 21:51,227859,80C6D9810,224466,80C6D9860,2966.78,US Dollar,2966.78,US Dollar,ACH,1
2022/09/03 21:53,17748,811736ED0,44041,811737010,1142.94,US Dollar,1142.94,US Dollar,ACH,1
2022/09/03 21:48,232335,8121C0760,12797,8121C0850,21505.36,Euro,21505.36,Euro,ACH,1
2022/09/03 21:49,39775,80F4E96B0,139342,80F5A4020,4035.73,Swiss Franc,4035.73,Swiss Franc,ACH,1
2022/09/03 21:44,119,812A09CF0,49365,812A09D40,26560.13,Saudi Riyal,26560.13,Saudi Riyal,ACH,1
2022/09/06 16:40,49365,812A09D40,119,812A09CF0,29112.62,Saudi Riyal,29112.62,Saudi Riyal,ACH,1
2022/09/03 21:44,154662,814555381,154605,814555421,0.077597,Bitcoin,0.077597,Bitcoin,Bitcoin,1
2022/09/03 22:15,15231,80266F880,23691,8021353D0,12592.29,Euro,12592.29,Euro,ACH,1
2022/09/03 22:05,16388,8091F3480,218202,8091F3F90,1244.11,Euro,1244.11,Euro,ACH,1
2022/09/03 22:02,14,803D2E500,19818,803D2E550,4810.67,Yuan,4810.67,Yuan,ACH,1
2022/09/03 22:19,70,100428930,10,80D5F5C50,3022.03,Brazil Real,3022.03,Brazil Real,Credit Card,1
2022/09/03 22:03,110,80D770110,235580,80D770A20,4262.43,Brazil Real,4262.43,Brazil Real,ACH,1
2022/09/03 22:48,14077,8075C34D0,111631,8075C5DD0,5348.43,US Dollar,5348.43,US Dollar,ACH,1
2022/09/03 22:42,23538,80D018930,222363,80D018D90,37314.94,US Dollar,37314.94,US Dollar,ACH,1
2022/09/03 22:49,133826,8104C3080,137273,8104C60B0,4260.09,US Dollar,4260.09,US Dollar,ACH,1
2022/09/03 22:50,5328,80207D260,15055,80207D350,1810.93,Euro,1810.93,Euro,ACH,1
2022/09/03 22:50,18067,803089E40,18107,803089F80,25065.27,Yuan,25065.27,Yuan,ACH,1
2022/09/03 23:00,21940,806CFEEF0,17400,806D00AA0,1334.61,US Dollar,1334.61,US Dollar,ACH,1
2022/09/03 23:27,238829,810778460,138498,81077A810,1271.41,US Dollar,1271.41,US Dollar,ACH,1
2022/09/03 23:24,3051,812AC7270,29251,812AC78B0,358.73,US Dollar,358.73,US Dollar,ACH,1
2022/09/03 23:23,10099,80431EEB0,21,80431EF00,321739.56,Yen,321739.56,Yen,ACH,1
2022/09/03 23:18,70,1004287C8,217125,8074161D0,7658.96,Ruble,7658.96,Ruble,Credit Card,1
2022/09/03 23:17,70,100428978,238190,80E4605F0,12717.06,Swiss Franc,12717.06,Swiss Franc,Credit Card,1
2022/09/05 16:42,48309,811C599A0,222,811B83280,35687.95,Saudi Riyal,35687.95,Saudi Riyal,ACH,1
2022/09/06 17:21,222,811B83280,150240,812D22980,36028.51,Saudi Riyal,36028.51,Saudi Riyal,ACH,1
2022/09/04 00:35,150240,812D22980,119,811C597B0,28482.42,Saudi Riyal,28482.42,Saudi Riyal,ACH,1
2022/09/04 09:56,119,811C597B0,48309,811C599A0,29620.79,Saudi Riyal,29620.79,Saudi Riyal,ACH,1
2022/09/03 23:59,3420,803D78810,4726,803D78CC0,2611.1,US Dollar,2611.1,US Dollar,ACH,1
2022/09/03 23:33,6075,804191C00,16031,804192130,3014.01,US Dollar,3014.01,US Dollar,ACH,1
2022/09/03 23:49,13516,8022F91B0,4600,8022F92F0,336.51,Euro,336.51,Euro,ACH,1
2022/09/03 23:33,5466,803BA8850,3335,803BAE1F0,36885.66,Euro,36885.66,Euro,ACH,1
2022/09/03 23:35,49365,812A09D40,119,812A09CF0,16091.63,Saudi Riyal,16091.63,Saudi Riyal,ACH,1
2022/09/03 18:46,119,812A09CF0,49365,812A09D40,38197.33,Saudi Riyal,38197.33,Saudi Riyal,ACH,1
2022/09/04 00:22,70,100428660,1411,80407A190,3289.9,US Dollar,3289.9,US Dollar,Credit Card,1
2022/09/04 00:10,12803,80DD29630,33355,80DD29680,1196.62,US Dollar,1196.62,US Dollar,ACH,1
2022/09/04 00:16,5175,8055991E0,1299,80559D3A0,1065.19,Euro,1065.19,Euro,ACH,1
2022/09/04 00:12,27616,80AB94350,218202,80AB94CE0,2876.4,Euro,2876.4,Euro,ACH,1
2022/09/04 00:26,18460,80B302650,221198,80B302B70,203.02,Euro,203.02,Euro,ACH,1
2022/09/04 00:26,70,100428810,212,80843D3E0,9857.57,UK Pound,9857.57,UK Pound,Cheque,1
2022/09/05 12:41,3149,801D45DD0,1916,8011422A0,202.93,Euro,202.93,Euro,ACH,1
2022/09/04 14:28,119,8100C5CC0,130596,80B586630,1426.05,US Dollar,1426.05,US Dollar,ACH,1
2022/09/04 00:26,240492,80FEF3A50,25866,80E27AA10,602.65,Euro,602.65,Euro,ACH,1
2022/09/04 01:50,232304,80D9A31F0,25866,80E27AA10,3859.92,Euro,3859.92,Euro,ACH,1
2022/09/04 10:41,4503,80C0D5B50,25866,80E27AA10,15543.02,Euro,15543.02,Euro,ACH,1
2022/09/05 21:27,15768,808242040,25866,80E27AA10,1141.21,Euro,1141.21,Euro,ACH,1
2022/09/06 00:22,20,805EBB270,25866,80E27AA10,696.14,Euro,696.14,Euro,ACH,1
2022/09/06 05:32,117453,80887AC50,25866,80E27AA10,976.28,Euro,976.28,Euro,ACH,1
2022/09/06 15:50,1412,80E012220,25866,80E27AA10,11838.18,Euro,11838.18,Euro,ACH,1
2022/09/07 12:02,210319,803CC8F60,25866,80E27AA10,12754.41,Euro,12754.41,Euro,ACH,1
2022/09/07 14:00,117698,80BF3BF90,25866,80E27AA10,3811.99,Euro,3811.99,Euro,ACH,1
2022/09/07 16:03,18067,80E45CEA0,25866,80E27AA10,149.94,Euro,149.94,Euro,ACH,1
2022/09/04 00:14,15,8136C4E81,124,8136C50A1,0.153473,Bitcoin,0.153473,Bitcoin,Bitcoin,1
2022/09/04 00:53,234032,8110174A0,14011,811018F90,3011.52,Euro,3011.52,Euro,ACH,1
2022/09/04 00:52,9587,80B1EE530,128853,80B1EE580,20278.64,Yuan,20278.64,Yuan,ACH,1
2022/09/04 00:58,6,804BEF700,112733,804C00CD0,137549.9,Rupee,137549.9,Rupee,ACH,1
2022/09/04 00:35,70,100428780,115784,805F37780,160732.42,Rupee,160732.42,Rupee,Credit Card,1
2022/09/04 01:43,212818,804BDF9C0,213005,804BE9570,28834.65,Rupee,28834.65,Rupee,Cheque,0
2022/09/04 06:20,70,100428978,41578,80F62F510,23235.81,Swiss Franc,23235.81,Swiss Franc,Cheque,0
2022/09/04 02:12,22775,80181ECF0,31144,80B9E1860,80.21,Euro,80.21,Euro,Cheque,0
2022/09/04 02:59,70,100428660,5394,805973280,16114.7,US Dollar,16114.7,US Dollar,Cheque,0
2022/09/04 09:50,17863,80C1FF760,120691,81307A3B0,520.42,Euro,520.42,Euro,ACH,0
2022/09/04 03:08,1362,800CEA850,4766,805A33CA0,476.9,US Dollar,476.9,US Dollar,Credit Card,0
2022/09/04 05:26,17610,80BADF180,222103,80BB0F480,19798.87,Euro,19798.87,Euro,Wire,0
2022/09/04 06:01,14077,801CA87E0,4766,80DB639B0,230.26,US Dollar,230.26,US Dollar,Cheque,0
2022/09/04 02:36,116,80DD81E50,138395,80E5C5420,1.66,Swiss Franc,1.66,Swiss Franc,Cheque,0
2022/09/04 06:34,10,8000F8070,21940,813515910,86.85,US Dollar,86.85,US Dollar,Cheque,0
2022/09/04 02:24,22164,8088BE120,241485,810491760,5179.62,US Dollar,5179.62,US Dollar,Cheque,0
2022/09/04 11:08,70,1004286A8,31961,811664510,334.07,Euro,334.07,Euro,Cheque,0
2022/09/04 03:34,33750,80C6A4950,34032,80C993EB0,8093.49,Mexican Peso,8093.49,Mexican Peso,Cash,0
2022/09/04 07:03,112078,80B152410,41837,81072F2C0,4203.81,Yuan,4203.81,Yuan,Cash,0
2022/09/04 07:23,1665,8003AD290,21611,800FAF960,218.14,US Dollar,218.14,US Dollar,Cheque,0
2022/09/04 05:26,11471,808AEC960,17425,80C801740,4205.46,US Dollar,4205.46,US Dollar,Credit Card,0
2022/09/04 11:40,26592,810CCD670,33264,80E03A360,44.71,US Dollar,44.71,US Dollar,Wire,0
2022/09/04 05:27,112212,809F9CD60,21142,80BAFAF50,127.62,Euro,127.62,Euro,Credit Card,0
2022/09/04 12:14,12381,800EF3F80,11471,80373F810,222.77,US Dollar,222.77,US Dollar,Wire,0
2022/09/04 03:14,117143,807384FA0,219205,807388C30,263354.19,Ruble,263354.19,Ruble,ACH,0
2022/09/04 06:43,119,8000D63A0,119,80FD69BF0,145.3,Shekel,145.3,Shekel,Cheque,0
2022/09/04 02:30,13264,802258220,2843,8022584A0,2230.37,US Dollar,2230.37,US Dollar,ACH,0
2022/09/04 04:23,142950,81014C2C0,44650,810685FA0,2050.82,Shekel,2050.82,Shekel,Credit Card,0
2022/09/04 09:50,119,80FD3FEF0,1198,80FE0C010,446.16,Shekel,446.16,Shekel,Credit Card,0
2022/09/04 08:33,21,80383A170,210972,8046ED330,384756.75,Yen,384756.75,Yen,Credit Card,0
2022/09/04 12:02,18067,803149D50,14,80B0FDC60,1959.32,Yuan,1959.32,Yuan,Credit Card,0
2022/09/04 10:07,11904,80B9D06A0,228634,80D465810,22.21,US Dollar,22.21,US Dollar,Cash,0
2022/09/04 12:29,1688,80054DD50,28771,8034091E0,159.3,US Dollar,159.3,US Dollar,ACH,0
2022/09/04 09:52,70,1004289C0,43049,81140CE20,809.39,Shekel,809.39,Shekel,Cheque,0
2022/09/04 01:44,22,800965A80,2591,805073810,164.59,Euro,164.59,Euro,Cheque,0
2022/09/04 06:47,220,813797E01,220,813CAE731,0.037157,Bitcoin,0.037157,Bitcoin,Bitcoin,0
2022/09/04 13:12,3881,803BD8A50,21831,810DA39C0,1060.5,Euro,1060.5,Euro,Cheque,0
2022/09/04 01:09,15180,80526E640,27684,80680CEA0,213375.08,Euro,213375.08,Euro,ACH,0
2022/09/04 05:52,70,1004286A8,252500,814513870,825.51,Euro,825.51,Euro,Cheque,0
2022/09/04 07:17,70,1004286A8,23555,801573DC0,10573.85,Euro,10573.85,Euro,Cheque,0
2022/09/04 04:59,112733,804B2FA40,216343,805F66F50,10120.94,Rupee,10120.94,Rupee,Credit Card,0
2022/09/04 04:37,795,80136B170,210404,8148580A0,438024.32,US Dollar,438024.32,US Dollar,Cheque,0
2022/09/04 01:43,3229,801EB5540,113779,8091E3AF0,312.02,US Dollar,312.02,US Dollar,Cheque,0
2022/09/04 11:27,1665,800443A90,18617,80BF7F7A0,1500.27,US Dollar,1500.27,US Dollar,Cheque,0
2022/09/04 08:12,6276,810E9FAC0,237016,81073FB50,460.31,US Dollar,460.31,US Dollar,Credit Card,0
2022/09/04 06:37,3144,80153F0D0,3149,801ECB4E0,748150.18,US Dollar,748150.18,US Dollar,Cheque,0
2022/09/04 05:05,131167,80BCB9540,225690,80BC88840,1462.06,Euro,1462.06,Euro,ACH,0
2022/09/04 05:44,22806,801210400,15010,8075E5730,52553.46,Euro,52553.46,Euro,Cheque,0
2022/09/04 10:45,21749,800E67B40,23,802E95E10,14.05,Euro,14.05,Euro,ACH,0
2022/09/04 04:06,8805,806684BD0,229089,80ACC1B40,208.53,US Dollar,208.53,US Dollar,Credit Card,0
2022/09/04 02:23,1047,8067D42B0,38486,80E3BE180,58.09,US Dollar,58.09,US Dollar,Cash,0
2022/09/04 01:35,70,1004286A8,24840,804F61B80,571679.46,Euro,571679.46,Euro,Cash,0
2022/09/04 12:00,70,100428978,240304,80EB873E0,3.0,Swiss Franc,3.0,Swiss Franc,Cash,0
2022/09/04 05:57,211212,805A98930,14804,80FE7A050,207.03,US Dollar,207.03,US Dollar,Cheque,0
2022/09/04 12:55,116,80EEC3A50,116,80F201080,114.62,Swiss Franc,114.62,Swiss Franc,Cheque,0
2022/09/04 13:06,22164,808795FF0,795,80D2F4B20,2906.01,US Dollar,2906.01,US Dollar,Cheque,0
2022/09/04 02:22,11318,80577CCA0,12,81364C000,254.7,US Dollar,254.7,US Dollar,Cheque,0
2022/09/04 10:39,22,800E6FC00,222103,80C8E4320,147.77,Euro,147.77,Euro,Cheque,0
2022/09/04 12:13,121987,8086AF890,222858,8086E2690,813.98,UK Pound,813.98,UK Pound,Cheque,0
2022/09/04 05:24,17732,8081DB900,129470,80C0DA190,1883.74,US Dollar,1883.74,US Dollar,ACH,0
2022/09/04 11:28,11056,801F45630,3655,80BE19800,33.52,Euro,33.52,Euro,Credit Card,0
2022/09/04 09:10,3123,805272D00,24482,807B4BCE0,1166984.93,Euro,1166984.93,Euro,Cash,0
2022/09/04 04:38,210431,804EB3C60,15010,80BBC5120,854.77,Euro,854.77,Euro,Cheque,0
2022/09/04 08:46,70,100428660,15980,802CD7740,7748.34,US Dollar,7748.34,US Dollar,Cheque,0
2022/09/04 06:44,1198,81000DAF0,143598,81098E9F0,834.8,Shekel,834.8,Shekel,Cheque,0
2022/09/04 06:05,11852,80322B1E0,2467,80322B140,1337.29,Euro,1337.29,Euro,ACH,0
2022/09/04 03:00,1299,800810C60,21749,8010F6AD0,3.38,Euro,3.38,Euro,ACH,0
2022/09/04 11:48,124,8136D3E91,254242,8140F2451,0.027776,Bitcoin,0.027776,Bitcoin,Bitcoin,0
2022/09/04 12:29,213,80A4428D0,214,80B72D200,2736.84,Mexican Peso,2736.84,Mexican Peso,Credit Card,0
2022/09/04 03:08,3881,801F82420,22775,802790700,164.72,Euro,164.72,Euro,Credit Card,0
2022/09/04 01:19,16871,807643440,16354,807643990,3840.64,Euro,3840.64,Euro,ACH,0
2022/09/04 12:57,15,80A0FCE40,27621,80A1A4B00,86084.41,Australian Dollar,86084.41,Australian Dollar,Cheque,0
2022/09/04 09:32,45566,81137CFB0,243897,811401390,16198.38,Shekel,16198.38,Shekel,Credit Card,0
2022/09/04 04:40,12,80B31A0A0,221527,813346350,196.58,US Dollar,196.58,US Dollar,Cheque,0
2022/09/04 12:52,54879,814307E51,153827,81431C901,0.00279,Bitcoin,0.00279,Bitcoin,Bitcoin,0
2022/09/04 03:19,22828,801928280,21575,80857F120,453.39,US Dollar,453.39,US Dollar,Credit Card,0
2022/09/04 06:00,27616,8063FC4C0,17174,812BE68F0,1588.15,Euro,1588.15,Euro,Cheque,0
2022/09/04 12:22,15,8040E8950,12019,809AB71B0,1833.51,Yen,1833.51,Yen,Cash,0
2022/09/04 01:23,13157,80504C780,214050,8058D9820,30978.58,Rupee,30978.58,Rupee,Credit Card,0
2022/09/04 04:09,14099,802B9CC20,29292,811A13DE0,218.4,US Dollar,218.4,US Dollar,Cash,0
2022/09/04 10:12,14,80FD7BCD0,244818,810A48ED0,194.27,Shekel,194.27,Shekel,Cheque,0
2022/09/04 13:26,21142,80A8FF120,23554,80ED3B9C0,264.15,Euro,264.15,Euro,Cheque,0
2022/09/04 13:08,12381,803306D10,138016,8141EEE70,48.06,US Dollar,48.06,US Dollar,Cheque,0
2022/09/04 10:04,20,8007B7600,14,8036B58A0,88187.26,Yuan,88187.26,Yuan,Cash,0
2022/09/04 08:44,16871,8033D3080,25309,80BA50AD0,71.52,Euro,71.52,Euro,Cheque,0
2022/09/04 08:48,113,8000D6620,144225,811402630,1357.48,Shekel,1357.48,Shekel,Cheque,0
2022/09/04 12:09,1,8003934D0,21575,810C98020,775.16,US Dollar,775.16,US Dollar,Cash,0
2022/09/04 01:31,25547,803332F20,2843,805A16DC0,301.14,US Dollar,301.14,US Dollar,Credit Card,0
2022/09/04 01:00,17246,810E53990,12893,810E5F400,3469.87,US Dollar,3469.87,US Dollar,ACH,0
2022/09/04 03:48,3,80D9C7CA0,20,80EF8B280,738.78,Yuan,738.78,Yuan,ACH,0
2022/09/04 12:21,117,80E1A0620,112,80E7DB5D0,8400.98,Swiss Franc,8400.98,Swiss Franc,Cash,0
2022/09/04 07:16,1124,802739110,13264,80333D1E0,7798.06,US Dollar,7798.06,US Dollar,Cheque,0
2022/09/04 07:43,1729,8004A4040,23885,80303C040,14.79,US Dollar,14.79,US Dollar,Cheque,0
2022/09/04 04:24,17907,806CFF7C0,123390,808D50710,123688.34,US Dollar,123688.34,US Dollar,Cheque,0
2022/09/04 03:50,16354,802B72600,23691,80803FB10,4112.36,Euro,4112.36,Euro,Cash,0
2022/09/04 13:16,2952,803724320,28694,8037240A0,1325.51,US Dollar,1325.51,US Dollar,ACH,0
2022/09/04 08:10,5425,8028A05A0,6625,8028A02E0,993.72,Euro,993.72,Euro,ACH,0
2022/09/04 03:34,112,80E2B2DC1,38478,80EDE9BD1,0.029578,Bitcoin,0.029578,Bitcoin,Bitcoin,0
2022/09/04 09:55,13862,808835E70,5425,80DE06B80,582.6,Euro,582.6,Euro,Cheque,0
2022/09/04 01:40,11,800065CB0,11,800065CB0,106.44,Euro,106.44,Euro,Cheque,0
2022/09/04 04:42,220,800336B70,1362,803ADD200,22531.39,US Dollar,22531.39,US Dollar,Cheque,0
2022/09/04 01:57,29794,807924650,10709,812623B30,11783.07,Euro,11783.07,Euro,Cheque,0
2022/09/04 01:51,1411,801A441D0,18617,80CCE8780,664306.24,US Dollar,664306.24,US Dollar,ACH,0
2022/09/04 02:54,25749,809769F90,23537,80F615210,42.82,US Dollar,42.82,US Dollar,Credit Card,0
2022/09/04 04:24,225734,809875F00,125575,809DB5A10,125172.91,Canadian Dollar,125172.91,Canadian Dollar,ACH,0
2022/09/04 11:18,3,802147A90,23146,8037F6890,6397.0,Yuan,6397.0,Yuan,Cheque,0
2022/09/04 07:05,23691,801DEC670,1502,814473200,137.98,Euro,137.98,Euro,Cheque,0
2022/09/04 04:44,12561,803C247C0,22775,8068B45E0,24.83,Euro,24.83,Euro,Cash,0
2022/09/04 12:07,70,100428A08,48910,8122E0BA0,160.83,Saudi Riyal,160.83,Saudi Riyal,Cheque,0
2022/09/04 08:05,16787,8061B6960,17120,80655AF80,249284.15,Ruble,249284.15,Ruble,Cheque,0
2022/09/04 09:57,19,80A224770,29620,80AD70D00,168.21,Australian Dollar,168.21,Australian Dollar,Wire,0
2022/09/04 02:01,12,8049A6980,13184,804F06C80,476994.27,Rupee,476994.27,Rupee,Cheque,0
2022/09/04 08:55,70,100428660,28694,8060F7BE0,113.21,US Dollar,113.21,US Dollar,Cheque,0
2022/09/04 07:15,1,8002198E0,243807,813235D70,1656.59,US Dollar,1656.59,US Dollar,Cash,0
2022/09/04 09:54,28,806193AE0,16678,8061B3940,34910.49,Ruble,34910.49,Ruble,ACH,0
2022/09/04 05:42,116781,80631FA70,287,8063A45C0,171984.57,Ruble,171984.57,Ruble,Credit Card,0
2022/09/04 10:29,139819,80EE45DB0,38478,80EEA4C80,8.38,Swiss Franc,8.38,Swiss Franc,ACH,0
2022/09/04 03:10,240304,80F31A870,41407,80FA5E140,630.14,Swiss Franc,630.14,Swiss Franc,ACH,0
2022/09/04 07:54,21575,801974530,21611,8077ECCE0,474780.9,US Dollar,474780.9,US Dollar,Cheque,0
2022/09/04 01:56,22,800965A80,2591,805073810,135.73,Euro,135.73,Euro,Credit Card,0
2022/09/04 02:23,19,809075CB0,19,809075CB0,81.39,US Dollar,107.38,Canadian Dollar,ACH,0
2022/09/04 12:09,1068,805F33050,1068,805F33050,577.39,UK Pound,745.79,US Dollar,ACH,0
2022/09/04 04:46,242962,80FA1F210,139298,80FC937C0,1833.06,Swiss Franc,1833.06,Swiss Franc,Cheque,0
2022/09/04 01:31,22775,80110DFF0,5175,8028D1830,2293.26,Euro,2293.26,Euro,Credit Card,0
2022/09/04 12:18,25534,8098F5BC0,210,8099E6CC0,205.24,Canadian Dollar,205.24,Canadian Dollar,Cheque,0
2022/09/04 06:39,4503,8032EC690,110836,80DCC0D30,244.28,US Dollar,244.28,US Dollar,Wire,0
2022/09/04 07:25,10581,803EFC6F0,10060,80423BAC0,86233.51,Yen,86233.51,Yen,Cheque,0
2022/09/04 02:29,70,1004286A8,13516,8019C8030,6.79,Euro,6.79,Euro,Cheque,0
2022/09/04 05:23,14077,8051E8A30,19023,80AB46EF0,1089.0,Euro,1089.0,Euro,Credit Card,0
2022/09/04 08:17,70,100428A08,222,812D66430,288395.78,Saudi Riyal,288395.78,Saudi Riyal,Cash,0
2022/09/04 05:29,1411,803F044C0,111764,8079EBC70,122.23,US Dollar,122.23,US Dollar,Credit Card,0
2022/09/04 02:24,2843,800D0E120,23833,8079929B0,774.27,US Dollar,774.27,US Dollar,Cheque,0
2022/09/04 08:49,1047,800D60490,1292,8015E7490,374.82,US Dollar,374.82,US Dollar,Cheque,0
2022/09/04 12:37,1588,800F8D350,11405,800FF52B0,60242.46,US Dollar,60242.46,US Dollar,Cheque,0
2022/09/04 02:49,70,100428660,113744,80BD815B0,1045.25,US Dollar,1045.25,US Dollar,Cheque,0
2022/09/04 08:47,50202,8127DD830,48309,812A76A90,70513.5,Saudi Riyal,70513.5,Saudi Riyal,Credit Card,0
2022/09/04 09:22,1132,80C507770,33727,80C86DB40,40979375.89,Mexican Peso,40979375.89,Mexican Peso,Cheque,0
2022/09/04 09:47,8,80909CA60,24779,809485080,32605.89,Canadian Dollar,32605.89,Canadian Dollar,Credit Card,0
2022/09/04 01:50,16649,806108560,217096,806367320,6170246.46,Ruble,6170246.46,Ruble,Cash,0
2022/09/04 09:35,1,8006A2340,3149,80278BDE0,83.15,US Dollar,83.15,US Dollar,Credit Card,0
2022/09/04 12:07,16031,80E6B56F0,227171,80D16BFA0,13259.84,US Dollar,13259.84,US Dollar,Cheque,0
2022/09/04 05:10,17401,80984B620,28771,80984B580,2010.8,US Dollar,2010.8,US Dollar,ACH,0
2022/09/04 01:40,23885,80571CEF0,2627,809ECDCC0,117.54,US Dollar,117.54,US Dollar,Credit Card,0
2022/09/04 02:39,2591,8011CC880,5175,807847540,11573.88,Euro,11573.88,Euro,Credit Card,0
2022/09/04 11:16,70,100428660,1686,8045C4EC0,2336.69,US Dollar,2336.69,US Dollar,Cheque,0
2022/09/04 03:12,27616,802063D80,29069,8077A1DB0,5610.09,Euro,5610.09,Euro,Cheque,0
2022/09/04 12:50,18097,80309C410,18107,80B172360,2745471.34,Yuan,2745471.34,Yuan,Cheque,0
2022/09/04 05:52,117733,80B7906A0,3655,813ED3340,145.63,Euro,145.63,Euro,Credit Card,0
